time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-01-14T06:40:16.264Z,-31.2415,-178.3058,10,4.7,mb,,88,2,0.52,us,us7000gdxr,2022-01-26T06:47:41.040Z,"Kermadec Islands region",earthquake,12.1,1.9,0.142,15,reviewed,us,us
2022-01-14T03:59:39.723Z,-7.7968,118.5387,10,4.6,mb,,81,3.015,0.95,us,us7000gbt7,2022-02-05T04:48:19.040Z,"76 km NNW of Bima, Indonesia",earthquake,7.8,1.9,0.164,13,reviewed,us,us
2022-01-14T01:08:39.043Z,-20.4601,-175.4932,10,4.7,mb,,127,6.673,0.94,us,us7000gdxk,2022-01-21T23:31:01.040Z,"81 km NNW of Nuku‘alofa, Tonga",earthquake,11.4,1.7,0.208,7,reviewed,us,us
2022-01-13T19:32:49.809Z,9.8424,-84.6553,37.13,4.6,mb,,78,0.533,1.13,us,us7000gbqm,2022-02-10T16:16:45.025Z,"16 km WSW of Orotina, Costa Rica",earthquake,6.9,6.7,0.041,181,reviewed,us,us
2022-01-13T18:38:28.765Z,-7.3084,127.545,10,4.6,mb,,53,3.78,0.84,us,us7000gbq6,2022-01-24T15:41:40.040Z,"147 km NNE of Lospalos, Timor Leste",earthquake,6.7,1.9,0.097,32,reviewed,us,us
2022-01-13T18:19:36.667Z,-26.8528,-71.1932,14.52,5.2,mww,,114,0.405,0.87,us,us7000gbpy,2022-02-08T22:57:46.293Z,"102 km NW of Copiapó, Chile",earthquake,3.3,2.6,0.089,12,reviewed,us,us
2022-01-13T16:46:31.641Z,-29.9494,-177.4424,15.31,4.6,mb,,211,0.801,0.84,us,us7000gdwf,2022-02-08T15:02:48.040Z,"Kermadec Islands, New Zealand",earthquake,10,14,0.172,10,reviewed,us,us
2022-01-13T14:47:31.135Z,-5.3426,151.7246,72.03,4.6,mb,,102,1.224,0.92,us,us7000gdwa,2022-01-24T18:25:57.040Z,"125 km SSW of Kokopo, Papua New Guinea",earthquake,5.3,7.2,0.132,17,reviewed,us,us
2022-01-13T13:48:13.311Z,-28.5356,62.3715,10,4.6,mb,,62,8.788,1.05,us,us7000gdw8,2022-01-24T18:04:17.040Z,"",earthquake,7.3,1.8,0.105,27,reviewed,us,us
2022-01-13T13:40:38.947Z,-32.234,-178.3098,10,4.7,mb,,81,2.981,1.04,us,us7000gdw9,2022-01-24T17:56:46.040Z,"south of the Kermadec Islands",earthquake,8,1.9,0.118,22,reviewed,us,us
2022-01-13T13:32:46.671Z,34.6373,97.9393,10,4.5,mb,,48,10.684,1.14,us,us7000gdw6,2022-01-24T17:40:39.040Z,"Southern Qinghai, China",earthquake,9.4,1.9,0.139,15,reviewed,us,us
2022-01-13T13:31:59.346Z,-8.4057,118.0713,10,4.6,mb,,87,3.877,0.72,us,us7000gdwj,2022-01-24T17:29:51.040Z,"45 km WNW of Dompu, Indonesia",earthquake,7.6,1.3,0.1,31,reviewed,us,us
2022-01-13T10:01:23.110Z,1.4451,123.0511,28.92,4.6,mb,,54,2.292,0.65,us,us7000gbkn,2022-02-09T08:34:24.040Z,"100 km N of Gorontalo, Indonesia",earthquake,3.8,6.9,0.133,17,reviewed,us,us
2022-01-13T07:23:21.417Z,-1.4997,127.3595,10,4.8,mb,,79,2.256,0.38,us,us7000gbk1,2022-02-05T08:03:18.040Z,"248 km S of Sofifi, Indonesia",earthquake,7,1.9,0.082,46,reviewed,us,us
2022-01-13T06:26:17.295Z,31.0376,131.4666,47.3,4.7,mb,,115,0.987,0.6,us,us7000gbjl,2022-02-05T07:04:09.040Z,"54 km SSE of Kushima, Japan",earthquake,6.4,7.1,0.074,56,reviewed,us,us
2022-01-13T05:47:12.055Z,51.2444,-179.1222,45.39,5.1,mww,,119,0.364,0.47,us,us7000gbj9,2022-02-10T05:57:25.025Z,"186 km WSW of Adak, Alaska",earthquake,5,4.8,0.068,21,reviewed,us,us
2022-01-13T04:50:04.891Z,-14.5723,-175.0627,93.48,4.6,mb,,83,20.558,0.97,us,us7000gdvy,2022-02-10T03:52:36.040Z,"186 km SE of Mata-Utu, Wallis and Futuna",earthquake,11.2,8.6,0.173,10,reviewed,us,us
2022-01-13T03:33:18.371Z,-16.6184,-172.5756,10,4.5,mb,,73,2.8,0.61,us,us7000gdvn,2022-02-10T03:12:58.040Z,"149 km ESE of Hihifo, Tonga",earthquake,12.6,1.9,0.156,12,reviewed,us,us
2022-01-13T02:05:53.391Z,-3.5364,150.0634,10,4.6,mb,,78,2.194,0.78,us,us7000gdvj,2022-02-10T02:16:25.040Z,"134 km SW of Kavieng, Papua New Guinea",earthquake,5,1.8,0.136,16,reviewed,us,us
2022-01-13T02:03:27.538Z,-23.3112,-114.7599,10,4.9,mb,,88,39.521,0.98,us,us7000gbic,2022-02-10T04:23:51.040Z,"Easter Island region",earthquake,12,1.8,0.064,80,reviewed,us,us
2022-01-13T01:46:03.375Z,-18.4945,-177.327,10,4.7,mb,,158,14.837,0.57,us,us7000gdvr,2022-02-10T01:54:27.040Z,"Fiji region",earthquake,10.1,1.9,0.166,11,reviewed,us,us
2022-01-13T01:45:59.652Z,51.1359,-179.9211,36.55,5,mww,,56,0.545,0.89,us,us7000gbi3,2022-02-10T04:20:22.040Z,"242 km WSW of Adak, Alaska",earthquake,3.6,4.6,0.065,23,reviewed,us,us
2022-01-13T01:21:41.014Z,44.734,148.8707,87.19,4.5,mb,,135,4.538,0.7,us,us7000gbi5,2022-02-10T04:04:42.040Z,"95 km SE of Kuril’sk, Russia",earthquake,12.1,7,0.091,37,reviewed,us,us
2022-01-12T23:52:01.531Z,-26.7225,-176.3319,28.71,4.9,mb,,124,2.893,0.9,us,us7000gdlm,2022-02-05T02:06:23.040Z,"south of the Fiji Islands",earthquake,10.5,5,0.108,27,reviewed,us,us
2022-01-12T23:01:36.343Z,-37.9102,-74.304,18.73,4.5,mb,,182,1.46,0.58,us,us7000gbh5,2022-02-05T01:44:12.040Z,"66 km WSW of Lebu, Chile",earthquake,8.3,5.7,0.18,9,reviewed,us,us
2022-01-12T20:46:57.702Z,25.1661,94.0033,10,4.5,mb,,93,1.983,0.81,us,us7000gbfz,2022-02-08T23:04:38.986Z,"40 km N of Imph?l, India",earthquake,6.9,1.9,0.11,24,reviewed,us,us
2022-01-12T19:43:49.074Z,-24.3882,-179.9985,514.03,4.5,mb,,101,5.197,0.82,us,us7000gbf9,2022-01-21T23:10:46.040Z,"south of the Fiji Islands",earthquake,11.2,4.3,0.059,85,reviewed,us,us
2022-01-12T19:32:25.573Z,0.8023,123.7153,270.64,4.5,mb,,67,2.06,0.81,us,us7000gbf7,2022-01-21T22:56:10.040Z,"78 km ENE of Gorontalo, Indonesia",earthquake,2.7,7,0.066,68,reviewed,us,us
2022-01-12T16:59:48.199Z,-28.225,-177.5907,36.74,4.7,mb,,72,1.073,1.13,us,us7000gdla,2022-01-21T06:12:41.040Z,"Kermadec Islands region",earthquake,5.6,6.4,0.16,12,reviewed,us,us
2022-01-12T15:46:06.623Z,30.5344,131.1016,35,4.8,mb,,77,1.12,1.3,us,us7000gbcc,2022-01-21T05:54:53.040Z,"24 km SSE of Nishinoomote, Japan",earthquake,6.1,1.9,0.067,69,reviewed,us,us
2022-01-12T14:28:12.004Z,52.3613,-167.8805,16.88,4.6,mwr,,136,0.852,0.55,us,us7000gbc1,2022-02-10T11:17:21.040Z,"92 km SE of Nikolski, Alaska",earthquake,5.1,4.6,0.098,10,reviewed,us,us
2022-01-12T13:16:21.730Z,-6.6002,147.3665,80,5.6,mww,,21,4.526,0.42,us,us7000gbb7,2022-02-09T11:40:33.380Z,"43 km ENE of Lae, Papua New Guinea",earthquake,7.2,1.9,0.054,33,reviewed,us,us
2022-01-12T13:01:55.973Z,37.7163,101.4294,10,5,mb,,37,2.528,0.44,us,us7000gbb0,2022-02-10T10:18:39.040Z,"108 km WSW of Wuwei, China",earthquake,7,1.9,0.048,142,reviewed,us,us
2022-01-12T12:16:19.687Z,37.7788,101.3498,10,4.9,mb,,35,10.708,0.58,us,us7000gbau,2022-01-26T05:31:08.040Z,"109 km SW of Jinchang, China",earthquake,5.8,1.9,0.061,83,reviewed,us,us
2022-01-12T10:49:35.248Z,-39.3287,174.5158,192.12,5.7,mww,,34,0.856,0.76,us,us7000gba7,2022-01-23T09:03:27.551Z,"21 km ENE of Eltham, New Zealand",earthquake,6.1,4.6,0.065,23,reviewed,us,us
2022-01-12T10:20:43.155Z,37.6825,101.4046,10,5.1,mww,,33,9.979,0.55,us,us7000gba0,2022-01-23T08:54:01.040Z,"111 km WSW of Wuwei, China",earthquake,7.1,1.6,0.075,17,reviewed,us,us
2022-01-12T09:41:27.146Z,-56.2958,-27.5103,100.35,4.5,mb,,104,5.512,0.52,us,us7000gdl8,2022-01-23T08:50:44.040Z,"South Sandwich Islands region",earthquake,12.5,9.2,0.14,15,reviewed,us,us
2022-01-12T06:35:28.686Z,-58.6954,-25.3789,10,4.8,mb,,45,7.57,0.76,us,us7000gb91,2022-02-08T12:09:06.040Z,"South Sandwich Islands region",earthquake,9.6,1.8,0.081,47,reviewed,us,us
2022-01-12T06:17:33.221Z,23.1568,94.6845,98.81,4.6,mb,,98,1.124,0.66,us,us7000gb8w,2022-02-08T11:50:20.040Z,"60 km SSE of Mawlaik, Myanmar",earthquake,6.1,7,0.141,15,reviewed,us,us
2022-01-12T05:31:01.974Z,-59.196,-25.8865,66.28,4.6,mb,,76,7.625,0.72,us,us7000gdkw,2022-02-08T10:59:54.040Z,"South Sandwich Islands region",earthquake,12.6,2.6,0.105,27,reviewed,us,us
2022-01-12T05:26:44.602Z,36.474,70.5248,79.01,4.9,mb,,42,0.651,0.87,us,us7000gb8k,2022-02-08T10:04:39.040Z,"51 km SSW of Jurm, Afghanistan",earthquake,6.1,5,0.049,128,reviewed,us,us
2022-01-12T04:54:26.489Z,-4.9044,132.8011,10,4.5,mb,,118,2.047,0.73,us,us7000gdks,2022-02-10T01:33:39.040Z,"80 km N of Tual, Indonesia",earthquake,10.3,1.9,0.241,5,reviewed,us,us
2022-01-12T03:17:41.405Z,0.463,96.8611,10,4.6,mb,,158,1.099,0.71,us,us7000gdky,2022-02-10T00:34:33.040Z,"226 km SSW of Singkil, Indonesia",earthquake,7.5,1.9,0.129,18,reviewed,us,us
2022-01-12T03:06:13.405Z,-3.326,129.1327,10,4.9,mb,,67,3.137,0.87,us,us7000gb7c,2022-02-09T21:42:05.040Z,"Seram, Indonesia",earthquake,5.1,1.8,0.119,24,reviewed,us,us
2022-01-12T03:04:27.246Z,-32.8546,-179.1915,52.51,5.1,mb,,47,3.743,0.92,us,us7000gb7e,2022-02-10T01:39:34.744Z,"south of the Kermadec Islands",earthquake,9.2,4.1,0.085,48,reviewed,us,us
2022-01-12T02:31:59.172Z,52.3991,-167.3752,4.85,4.7,mb,,135,1.064,0.91,us,us7000gb6y,2022-02-08T00:43:01.770Z,"117 km ESE of Nikolski, Alaska",earthquake,4.8,4.6,0.056,95,reviewed,us,us
2022-01-12T01:48:03.822Z,52.0741,178.0626,133.4,5.2,mww,,35,0.298,0.58,us,us7000gb6l,2022-02-09T01:58:16.284Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.4,3,0.061,26,reviewed,us,us
2022-01-11T22:15:44.539Z,52.2674,-167.9384,31.79,4.6,mb,,84,1.119,1.07,us,us7000gb42,2022-02-08T01:58:41.040Z,"97 km SE of Nikolski, Alaska",earthquake,4.8,4.7,0.042,173,reviewed,us,us
2022-01-11T22:02:35.722Z,-8.0082,122.3146,10,4.6,mb,,116,0.628,0.6,us,us7000gb3v,2022-01-21T03:43:19.040Z,"68 km N of Maumere, Indonesia",earthquake,4.1,1.9,0.152,15,reviewed,us,us
2022-01-11T21:21:56.484Z,25.4644,62.4473,10,4.7,mb,,122,5.678,0.61,us,us7000gb39,2022-01-21T01:12:06.040Z,"39 km NNE of Gwadar, Pakistan",earthquake,9.4,1.7,0.069,64,reviewed,us,us
2022-01-11T20:17:08.172Z,27.0155,141.562,57.29,4.7,mb,,36,0.56,1,us,us7000gb2y,2022-02-05T21:12:21.040Z,"Bonin Islands, Japan region",earthquake,8.1,5.5,0.049,133,reviewed,us,us
2022-01-11T18:18:15.025Z,52.37,-167.9858,17.34,4.8,mwr,,83,1.043,1,us,us7000gb1b,2022-02-07T23:57:19.829Z,"86 km SE of Nikolski, Alaska",earthquake,4.9,4,0.078,16,reviewed,us,us
2022-01-11T17:44:10.648Z,40.8551,21.4844,22.38,4.5,mb,,41,1.073,0.91,us,us7000gb0u,2022-02-05T19:39:33.040Z,"8 km N of Ammochóri, Greece",earthquake,4,5.3,0.085,45,reviewed,us,us
2022-01-11T17:19:49.695Z,28.1734,142.5595,33.95,4.7,mb,,121,9.122,1.03,us,us7000gd9e,2022-02-05T18:23:50.040Z,"Bonin Islands, Japan region",earthquake,12.4,6.1,0.099,32,reviewed,us,us
2022-01-11T15:27:13.771Z,52.4214,-167.7957,10,4.8,mb,,134,0.974,0.63,us,us7000gazj,2022-02-08T21:00:00.040Z,"92 km SE of Nikolski, Alaska",earthquake,3.5,1.9,0.045,154,reviewed,us,us
2022-01-11T15:14:30.550Z,40.8528,21.4046,10,4.7,mb,,41,1.115,0.62,us,us7000gayq,2022-01-23T21:15:27.707Z,"7 km N of Flórina, Greece",earthquake,5.3,1.8,0.078,53,reviewed,us,us
2022-01-11T14:43:25.713Z,52.376,-168.0855,10,4.7,mb,,61,1.009,0.7,us,us7000gayj,2022-02-08T20:17:05.040Z,"81 km SE of Nikolski, Alaska",earthquake,2.3,1.8,0.036,236,reviewed,us,us
2022-01-11T13:29:47.384Z,-15.6891,-173.102,35,5,mb,,65,2.182,0.59,us,us7000gay1,2022-01-23T18:14:27.040Z,"79 km ENE of Hihifo, Tonga",earthquake,7.5,1.9,0.061,94,reviewed,us,us
2022-01-11T13:22:53.562Z,52.3924,-168.2113,20.49,4.7,mb,,135,0.7,0.73,us,us7000gay2,2022-02-08T17:44:15.040Z,"75 km SE of Nikolski, Alaska",earthquake,5.8,4,0.045,152,reviewed,us,us
2022-01-11T13:00:40.629Z,52.2313,-168.0074,10,4.5,mb,,149,0.904,0.98,us,us7000gd8z,2022-02-08T16:33:44.040Z,"97 km SE of Nikolski, Alaska",earthquake,4.4,1.9,0.11,26,reviewed,us,us
2022-01-11T12:55:17.488Z,52.134,-167.8137,16.6,4.7,ml,,,,0.81,ak,ak022ieduf0,2022-02-07T23:57:21.075Z,"114 km SE of Nikolski, Alaska",earthquake,,2,,,reviewed,ak,ak
2022-01-11T12:53:49.938Z,52.6548,-168.0527,45.02,5.8,mww,,58,0.581,0.74,us,us7000gawq,2022-02-07T23:57:16.978Z,"63 km ESE of Nikolski, Alaska",earthquake,4.8,4.7,0.078,16,reviewed,us,us
2022-01-11T12:39:31.515Z,52.6047,-168.155,11.23,6.6,mww,,40,0.82,0.7,us,us7000gawk,2022-02-02T08:10:06.732Z,"60 km SE of Nikolski, Alaska",earthquake,2.5,3.3,0.058,29,reviewed,us,us
2022-01-11T12:37:56.508Z,52.5601,-168.0878,35.31,4.7,mb,,137,0.858,1.05,us,us7000gawp,2022-02-07T23:57:16.459Z,"67 km SE of Nikolski, Alaska",earthquake,8.1,6.9,0.048,165,reviewed,us,us
2022-01-11T12:35:39.309Z,-24.2524,-67.2446,188.48,4.7,mb,,64,1.552,0.93,us,us7000gawh,2022-02-09T07:53:35.040Z,"94 km W of San Antonio de los Cobres, Argentina",earthquake,8.8,6.3,0.115,25,reviewed,us,us
2022-01-11T11:54:06.289Z,52.4009,-167.9292,37.26,4.8,mb,,173,1.011,0.7,us,us7000gaw0,2022-02-07T23:57:15.638Z,"86 km SE of Nikolski, Alaska",earthquake,8.1,7.4,0.057,93,reviewed,us,us
2022-01-11T11:45:55.935Z,52.5015,-168.02,32.19,5.4,mb,,135,0.913,0.78,us,us7000gavx,2022-02-06T23:02:38.585Z,"74 km SE of Nikolski, Alaska",earthquake,5.9,2,0.033,319,reviewed,us,us
2022-01-11T11:42:12.193Z,52.7785,-168.1096,26.2,4.6,mb,,165,0.491,0.66,us,us7000gd9u,2022-02-10T12:54:26.040Z,"53 km ESE of Nikolski, Alaska",earthquake,7.6,2.4,0.158,12,reviewed,us,us
2022-01-11T11:41:40.357Z,52.4232,-167.9569,16.52,4.8,mb,,173,0.775,1.05,us,us7000gd9d,2022-02-10T12:46:20.040Z,"83 km SE of Nikolski, Alaska",earthquake,5.2,5.7,0.096,33,reviewed,us,us
2022-01-11T11:41:21.568Z,52.3205,-167.9743,10,4.5,mb,,176,0.845,0.67,us,us7000gd9v,2022-02-10T12:36:35.040Z,"91 km SE of Nikolski, Alaska",earthquake,5.8,2,0.18,9,reviewed,us,us
2022-01-11T11:35:46.156Z,52.6563,-167.9169,22.32,6.8,mww,,52,0.755,0.84,us,us7000gavu,2022-02-08T11:45:57.489Z,"71 km ESE of Nikolski, Alaska",earthquake,5.4,3.9,0.051,37,reviewed,us,us
2022-01-11T10:47:50.327Z,24.7597,-109.3479,10,4.5,mb,,157,0.882,0.69,us,us7000gave,2022-02-09T12:23:18.040Z,"97 km SSW of Topolobampo, Mexico",earthquake,6.2,1.9,0.048,129,reviewed,us,us
2022-01-11T10:35:11.494Z,52.9644,-171.4197,122.36,4.8,mb,,65,0.934,0.55,us,us7000gava,2022-02-10T15:33:01.040Z,"171 km W of Nikolski, Alaska",earthquake,7.3,5.4,0.026,443,reviewed,us,us
2022-01-11T10:15:18.502Z,3.8385,-31.5479,10,4.8,mb,,80,10.54,0.66,us,us7000gavc,2022-02-09T12:40:03.040Z,"central Mid-Atlantic Ridge",earthquake,11,1.9,0.105,32,reviewed,us,us
2022-01-11T08:55:02.502Z,-20.568,-173.8602,10,4.9,mb,,40,6.913,1.44,us,us7000gauu,2022-02-08T09:58:45.040Z,"98 km SSE of Pangai, Tonga",earthquake,8.5,1.8,0.049,217,reviewed,us,us
2022-01-11T07:40:56.752Z,25.2375,125.6121,34.49,4.6,mb,,86,2.484,0.88,us,us7000gaui,2022-02-08T07:38:46.040Z,"57 km NNE of Hirara, Japan",earthquake,8.2,6.3,0.109,25,reviewed,us,us
2022-01-11T06:58:08.932Z,1.3856,126.9357,128.11,4.6,mb,,84,0.746,0.48,us,us7000gau7,2022-01-29T09:22:13.040Z,"82 km NW of Ternate, Indonesia",earthquake,9.1,6.6,0.092,35,reviewed,us,us
2022-01-11T06:25:59.297Z,-57.9656,-25.5949,59.65,4.9,mb,,82,16.633,0.43,us,us7000gaty,2022-01-29T09:31:26.040Z,"",earthquake,11.6,6.9,0.081,48,reviewed,us,us
2022-01-11T06:18:12.344Z,18.4683,-73.5532,13.09,4.5,mb,,72,1.814,0.72,us,us7000gatx,2022-01-29T09:41:58.369Z,"7 km SW of Petit Trou de Nippes, Haiti",earthquake,5.3,4.6,0.089,37,reviewed,us,us
2022-01-11T06:07:45.537Z,18.4277,-73.5406,15.61,4.6,mwr,,57,1.856,0.56,us,us7000gatl,2022-01-29T12:14:45.112Z,"11 km SSW of Petit Trou de Nippes, Haiti",earthquake,3,4.6,0.078,16,reviewed,us,us
2022-01-11T05:25:16.774Z,58.6643,-152.5048,2.2,4.6,ml,,,,1.29,ak,ak022ia1dkp,2022-02-08T00:00:56.028Z,"71 km NNE of Aleneva, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-01-11T04:06:06.635Z,-18.345,-173.7307,35,4.6,mb,,138,4.792,1.09,us,us7000gd8l,2022-02-09T22:09:49.040Z,"43 km NE of Neiafu, Tonga",earthquake,6.2,2,0.137,16,reviewed,us,us
2022-01-11T03:34:10.016Z,52.7328,159.8049,66.46,4.6,mb,,136,0.758,0.72,us,us7000garz,2022-02-09T22:49:25.040Z,"87 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,9.1,6.3,0.091,37,reviewed,us,us
2022-01-11T02:46:59.317Z,-59.3104,-25.6294,35,4.6,mb,,96,7.799,0.62,us,us7000garh,2022-02-09T04:34:49.040Z,"South Sandwich Islands region",earthquake,8.5,1.9,0.084,43,reviewed,us,us
2022-01-11T01:24:56.216Z,-33.1705,-178.5694,10,4.5,mb,,131,5.07,0.88,us,us7000gd8p,2022-02-09T02:33:08.040Z,"south of the Kermadec Islands",earthquake,11.9,1.9,0.22,9,reviewed,us,us
2022-01-11T01:07:48.091Z,35.2331,31.9468,21,6.6,mww,,21,1.167,0.7,us,us7000gaqu,2022-02-09T02:28:57.123Z,"48 km WNW of Pólis, Cyprus",earthquake,4.8,1.7,0.045,47,reviewed,us,us
2022-01-11T00:26:30.162Z,0.1519,96.71,10,5.2,mww,,47,1.434,0.8,us,us7000gaqk,2022-01-29T01:44:48.040Z,"Nias region, Indonesia",earthquake,7.1,1.8,0.089,12,reviewed,us,us
2022-01-11T00:21:20.066Z,2.6243,128.9595,20.46,4.6,mb,,121,2.433,0.42,us,us7000gd8g,2022-01-23T22:43:48.040Z,"144 km NE of Tobelo, Indonesia",earthquake,7.2,7.1,0.244,5,reviewed,us,us
2022-01-10T23:35:34.681Z,28.343,-43.5883,10,4.6,mb,,106,18.649,0.55,us,us7000gd7h,2022-01-23T22:22:59.040Z,"northern Mid-Atlantic Ridge",earthquake,8.5,1.9,0.172,10,reviewed,us,us
2022-01-10T23:26:45.232Z,28.5052,-43.6506,10,6,mww,,65,17.745,1.21,us,us7000gaq7,2022-01-14T05:34:59.575Z,"northern Mid-Atlantic Ridge",earthquake,7.8,1.7,0.034,82,reviewed,us,us
2022-01-10T22:29:25.815Z,28.3554,-43.7769,10,4.7,mb,,82,32.737,0.78,us,us7000gd7m,2022-01-21T00:29:11.040Z,"northern Mid-Atlantic Ridge",earthquake,10.9,1.9,0.073,57,reviewed,us,us
2022-01-10T21:05:20.450Z,-17.4585,-178.6322,539.96,4.9,mb,,72,3.171,0.95,us,us7000gany,2022-01-21T00:13:09.040Z,"227 km ENE of Levuka, Fiji",earthquake,9.3,5.8,0.058,94,reviewed,us,us
2022-01-10T20:11:16.954Z,35.4789,44.9228,10,4.6,mb,,91,0.471,0.71,us,us7000gd7k,2022-02-08T23:25:53.040Z,"10 km SE of Jamjam?l, Iraq",earthquake,3,1.9,0.244,8,reviewed,us,us
2022-01-10T20:03:03.926Z,-25.0442,179.8704,498.93,5.7,mww,,26,4.639,0.87,us,us7000gani,2022-01-21T21:38:46.999Z,"south of the Fiji Islands",earthquake,8.5,3.5,0.063,24,reviewed,us,us
2022-01-10T19:54:14.235Z,-22.693,-174.9208,10,5,mb,,66,8.23,1.15,us,us7000gank,2022-02-08T23:16:23.040Z,"150 km S of ‘Ohonua, Tonga",earthquake,10.7,1.8,0.078,53,reviewed,us,us
2022-01-10T19:20:51.350Z,-56.0504,-26.6483,35,4.9,mb,,70,5.91,0.62,us,us7000gd7i,2022-02-08T22:20:35.040Z,"South Sandwich Islands region",earthquake,12.4,1.9,0.086,43,reviewed,us,us
2022-01-10T18:29:47.866Z,35.5266,44.9264,10,4.5,mb,,77,0.454,0.76,us,us7000gamy,2022-02-01T20:04:23.942Z,"8 km E of Jamjam?l, Iraq",earthquake,3.8,1.8,0.082,43,reviewed,us,us
2022-01-10T16:41:02.582Z,-33.5603,179.6777,10,4.7,mb,,136,4.146,0.47,us,us7000gd77,2022-01-20T21:13:11.040Z,"south of the Kermadec Islands",earthquake,8.7,1.9,0.224,8,reviewed,us,us
2022-01-10T15:59:03.243Z,37.4051,20.3878,10,4.5,mb,,60,1.246,0.97,us,us7000gd7b,2022-01-20T15:00:30.040Z,"52 km SW of Lithakiá, Greece",earthquake,3.7,1.9,0.171,10,reviewed,us,us
2022-01-10T15:07:58.875Z,-33.9788,179.5776,10,4.6,mb,,183,3.722,1.14,us,us7000gd73,2022-01-20T14:43:33.040Z,"south of the Kermadec Islands",earthquake,14.1,2,0.222,9,reviewed,us,us
2022-01-10T14:44:59.111Z,-33.8497,179.78,10,4.8,mb,,90,3.893,0.51,us,us7000gaju,2022-01-20T14:32:51.040Z,"south of the Kermadec Islands",earthquake,5.8,1.8,0.131,20,reviewed,us,us
2022-01-10T14:32:42.962Z,-14.8128,168.0575,10,4.6,mb,,119,1.038,0.9,us,us7000gd6y,2022-01-20T14:29:09.040Z,"108 km ENE of Port-Olry, Vanuatu",earthquake,4.2,1.9,0.165,11,reviewed,us,us
2022-01-10T13:10:17.654Z,-33.9223,179.2159,10,4.6,mb,,119,3.706,0.58,us,us7000gd6u,2022-01-19T17:28:31.040Z,"south of the Kermadec Islands",earthquake,12.8,1.9,0.273,7,reviewed,us,us
2022-01-10T11:16:28.963Z,-18.0849,-178.2169,604.99,4.6,mb,,46,3.567,0.59,us,us7000gaiz,2022-01-29T12:54:49.040Z,"261 km E of Levuka, Fiji",earthquake,11.4,8.5,0.033,276,reviewed,us,us
2022-01-10T10:59:33.033Z,-24.7587,-176.1172,25.42,5.3,mww,,113,8.844,1.27,us,us7000gaiu,2022-02-07T14:17:33.040Z,"south of the Fiji Islands",earthquake,10.9,3.7,0.068,21,reviewed,us,us
2022-01-10T10:28:14.880Z,-9.1027,112.8147,33.86,4.5,mb,,62,1.463,1.05,us,us7000gain,2022-02-07T13:54:16.040Z,"98 km S of Dampit, Indonesia",earthquake,5.8,5.8,0.118,21,reviewed,us,us
2022-01-10T08:36:02.078Z,-26.0798,-65.4393,8,5.6,mww,,46,3.392,0.43,us,us7000gai4,2022-02-10T08:38:34.960Z,"23 km NW of Trancas, Argentina",earthquake,7.6,1.8,0.044,50,reviewed,us,us
2022-01-10T07:06:34.191Z,-30.8075,-71.4257,42.64,4.8,mwr,,92,0.224,0.54,us,us7000gahp,2022-02-10T07:37:10.040Z,"31 km SW of Ovalle, Chile",earthquake,1.6,4.4,0.047,43,reviewed,us,us
2022-01-10T06:26:42.384Z,-33.7697,179.5118,10,5.3,mww,,67,3.909,0.62,us,us7000gahf,2022-02-09T08:45:02.040Z,"south of the Kermadec Islands",earthquake,9.9,1.9,0.08,15,reviewed,us,us
2022-01-10T05:24:17.064Z,-4.6754,153.2921,10,4.5,mb,,119,1.223,0.43,us,us7000gah8,2022-02-09T08:09:14.040Z,"New Ireland region, Papua New Guinea",earthquake,6.4,1.9,0.116,23,reviewed,us,us
2022-01-10T02:35:42.185Z,-33.8095,179.6489,10,4.6,mb,,108,3.9,1.08,us,us7000gd68,2022-01-20T05:38:43.040Z,"south of the Kermadec Islands",earthquake,7.2,1.9,0.182,9,reviewed,us,us
2022-01-10T02:26:10.523Z,-19.8711,-178.0448,569.75,4.5,mb,,72,5.533,1.16,us,us7000gagk,2022-01-20T04:58:44.040Z,"Fiji region",earthquake,12.4,6.3,0.041,171,reviewed,us,us
2022-01-10T01:26:04.446Z,-33.8864,179.7142,10,5.2,mww,,57,3.842,1.06,us,us7000gagh,2022-01-20T04:39:47.040Z,"south of the Kermadec Islands",earthquake,8.6,1.8,0.098,10,reviewed,us,us
2022-01-10T00:35:33.807Z,-33.7504,179.5715,10,5.2,mb,,83,3.94,0.8,us,us7000gagc,2022-01-24T05:14:21.040Z,"south of the Kermadec Islands",earthquake,10.4,1.8,0.1,33,reviewed,us,us
2022-01-10T00:32:05.442Z,-33.8116,179.7888,10,4.9,mb,,120,3.932,1.02,us,us7000gd65,2022-01-24T03:23:01.040Z,"south of the Kermadec Islands",earthquake,6.8,1.9,0.156,13,reviewed,us,us
2022-01-10T00:13:58.732Z,-33.8185,179.7827,10,4.9,mb,,91,4.931,0.66,us,us7000gd64,2022-01-24T03:38:15.040Z,"south of the Kermadec Islands",earthquake,13.4,1.7,0.11,26,reviewed,us,us
