time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-31T02:41:44.434Z,10.7326,55.898,10,4.5,mb,,93,12.833,1.01,us,us7000g83r,2022-01-20T23:26:51.040Z,"294 km SE of Hadibu, Yemen",earthquake,11.6,1.9,0.086,43,reviewed,us,us
2021-12-31T02:31:54.712Z,-7.19,128.9137,10,4.6,mb,,70,2.492,0.9,us,us7000g856,2022-01-20T23:23:08.040Z,"257 km NE of Lospalos, Timor Leste",earthquake,7.2,1.9,0.206,8,reviewed,us,us
2021-12-31T00:58:32.591Z,37.6534,-31.7687,10,5,mb,,66,1.778,0.68,us,us7000g83l,2022-01-22T21:54:32.040Z,"198 km SSW of Lajes das Flores, Portugal",earthquake,9,1.9,0.04,198,reviewed,us,us
2021-12-31T00:50:31.294Z,-22.6042,170.0671,10,5,mb,,102,2.421,0.36,us,us7000g83j,2022-01-22T22:02:23.040Z,"254 km ESE of Tadine, New Caledonia",earthquake,4.9,1.9,0.126,20,reviewed,us,us
2021-12-31T00:01:58.500Z,-31.8347,-177.917,10,4.5,mb,,220,7.594,0.76,us,us7000gayu,2022-01-22T04:31:25.040Z,"Kermadec Islands region",earthquake,12.6,2,0.242,5,reviewed,us,us
2021-12-30T21:17:58.086Z,-28.861,-176.5289,10,4.9,mb,,132,1.282,1.39,us,us7000gaxj,2022-01-22T03:44:26.040Z,"Kermadec Islands region",earthquake,14.2,1.9,0.169,11,reviewed,us,us
2021-12-30T21:08:17.603Z,-3.756,151.2407,2.74,4.5,mb,,82,1.017,0.66,us,us7000gaxm,2022-01-22T03:50:13.040Z,"113 km WNW of Rabaul, Papua New Guinea",earthquake,6.7,5.4,0.127,18,reviewed,us,us
2021-12-30T20:30:24.874Z,-6.0062,148.0673,72.79,4.8,mb,,38,4.46,0.91,us,us7000g81t,2022-01-11T23:43:07.040Z,"65 km NNE of Finschhafen, Papua New Guinea",earthquake,5.8,7.2,0.071,63,reviewed,us,us
2021-12-30T19:29:09.126Z,-29.0443,-176.0762,10,4.7,mb,,171,1.627,1.27,us,us7000gaxn,2022-01-11T23:01:35.040Z,"Kermadec Islands region",earthquake,10.3,1.8,0.159,15,reviewed,us,us
2021-12-30T19:19:29.687Z,-28.7732,-176.3468,10,5.1,mb,,40,1.461,1.06,us,us7000g81c,2022-01-11T22:44:12.040Z,"Kermadec Islands region",earthquake,5.4,1.8,0.064,79,reviewed,us,us
2021-12-30T19:19:16.109Z,33.1948,142.5877,10,4.5,mb,,46,2.328,0.74,us,us7000g81e,2022-01-11T22:34:41.040Z,"off the east coast of Honshu, Japan",earthquake,7.1,1.8,0.078,48,reviewed,us,us
2021-12-30T18:31:32.862Z,0.1856,96.6595,10,4.6,mb,,114,1.439,0.85,us,us7000g80u,2022-01-26T14:50:56.040Z,"255 km S of Sinabang, Indonesia",earthquake,5.7,1.7,0.079,47,reviewed,us,us
2021-12-30T18:09:04.815Z,-20.0442,66.5114,10,4.7,mb,,83,2.969,1.04,us,us7000gaxf,2022-01-11T19:36:55.040Z,"Mauritius - Reunion region",earthquake,12.5,1.9,0.108,26,reviewed,us,us
2021-12-30T16:37:35.047Z,-19.6455,-69.2265,102.07,4.9,mwr,,60,0.038,0.72,us,us7000g805,2022-01-26T22:33:22.216Z,"115 km ENE of Iquique, Chile",earthquake,5.1,3.9,0.05,39,reviewed,us,us
2021-12-30T16:23:12.690Z,-5.5025,154.2983,141.14,4.5,mb,,55,2.494,0.66,us,us7000gaxa,2022-01-26T21:01:12.040Z,"159 km NW of Panguna, Papua New Guinea",earthquake,8.4,6.1,0.056,103,reviewed,us,us
2021-12-30T16:09:36.142Z,-0.3514,98.7661,42.38,4.6,mb,,104,2.03,0.84,us,us7000g801,2022-01-26T20:47:00.040Z,"153 km W of Pariaman, Indonesia",earthquake,7.1,5.8,0.076,58,reviewed,us,us
2021-12-30T14:56:26.741Z,-2.8413,128.8616,35,4.7,mb,,62,3.384,0.95,us,us7000g7zl,2022-01-22T22:20:17.040Z,"55 km N of Amahai, Indonesia",earthquake,7.3,1.9,0.081,47,reviewed,us,us
2021-12-30T14:27:17.675Z,-7.6509,127.662,172.32,4.5,mb,,57,3.618,1.07,us,us7000g7ze,2022-01-22T22:07:23.040Z,"120 km NE of Lospalos, Timor Leste",earthquake,8.4,7.3,0.091,35,reviewed,us,us
2021-12-30T14:11:58.039Z,-59.4709,-25.7173,37.66,4.7,mb,,110,7.858,0.67,us,us7000gax7,2022-01-16T15:38:15.040Z,"South Sandwich Islands region",earthquake,12.5,2.6,0.108,26,reviewed,us,us
2021-12-30T13:49:04.126Z,-20.2161,66.4921,10,4.7,mb,,47,2.971,0.85,us,us7000gaxi,2022-01-16T15:11:53.040Z,"Mauritius - Reunion region",earthquake,10.3,1.9,0.091,36,reviewed,us,us
2021-12-30T13:34:34.752Z,-30.3603,-177.8085,10,4.6,mb,,48,1.098,0.69,us,us7000gax5,2022-01-16T14:55:38.040Z,"Kermadec Islands, New Zealand",earthquake,3.7,1.9,0.11,25,reviewed,us,us
2021-12-30T13:24:36.748Z,57.2635,-155.0039,58.6,5,ml,,,,0.66,ak,ak021gq7i6k6,2022-02-05T20:25:05.040Z,"47 km SW of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-12-30T13:13:17.562Z,-0.0798,125.2498,42,5.5,mww,,42,2.279,1.05,us,us7000g7yh,2022-01-22T18:35:11.267Z,"157 km SSE of Tondano, Indonesia",earthquake,7.1,1.9,0.069,20,reviewed,us,us
2021-12-30T12:33:41.760Z,-56.2788,-27.215,106.5,4.5,mb,,103,5.664,0.62,us,us7000gaxd,2022-01-27T09:26:40.040Z,"South Sandwich Islands region",earthquake,10.2,6.1,0.14,15,reviewed,us,us
2021-12-30T10:20:37.091Z,-9.2556,161.2634,10,4.6,mb,,110,1.311,1.18,us,us7000gax0,2022-02-08T14:39:44.040Z,"82 km SE of Auki, Solomon Islands",earthquake,9,1.9,0.146,14,reviewed,us,us
2021-12-30T10:14:48.517Z,-16.2296,-175.9479,357.63,4.5,mb,,112,4.638,0.9,us,us7000g7xu,2022-01-26T12:20:52.040Z,"232 km W of Hihifo, Tonga",earthquake,9.9,6.1,0.043,162,reviewed,us,us
2021-12-30T09:39:01.719Z,-20.096,66.564,10,4.7,mb,,69,3.024,0.85,us,us7000g7xq,2022-01-26T12:10:54.040Z,"Mauritius - Reunion region",earthquake,11.4,1.8,0.088,39,reviewed,us,us
2021-12-30T08:45:35.795Z,25.268,125.6668,10.61,4.9,mb,,53,2.54,0.51,us,us7000g7xd,2022-01-23T13:41:12.040Z,"63 km NE of Hirara, Japan",earthquake,7.7,4.6,0.058,94,reviewed,us,us
2021-12-30T06:47:09.128Z,23.9502,122.4911,23.7,5.3,mww,,59,0.7,0.62,us,us7000g7wt,2022-01-26T10:18:49.169Z,"77 km SW of Yonakuni, Japan",earthquake,5.3,4,0.098,10,reviewed,us,us
2021-12-30T04:58:15.906Z,-55.8888,-28.0832,41,5.7,mww,,36,5.089,0.9,us,us7000g7w5,2022-02-02T03:02:44.725Z,"South Sandwich Islands region",earthquake,9.6,1.9,0.08,15,reviewed,us,us
2021-12-30T03:59:17.646Z,39.7509,141.9686,64.39,4.7,mb,,163,1.246,0.69,us,us7000gawz,2022-01-27T01:54:21.040Z,"11 km NNE of Miyako, Japan",earthquake,4.8,9.2,0.147,14,reviewed,us,us
2021-12-30T01:35:10.047Z,-4.1255,128.3682,10,4.6,mb,,69,4.054,0.69,us,us7000gawr,2022-02-02T02:25:20.040Z,"51 km SSE of Ambon, Indonesia",earthquake,8.6,1.9,0.223,6,reviewed,us,us
2021-12-30T00:41:58.518Z,35.5975,140.2124,56.97,4.6,mb,,142,1.876,0.67,us,us7000g7ut,2022-01-16T04:51:00.269Z,"7 km SE of Yotsukaid?, Japan",earthquake,6.4,2.4,0.073,56,reviewed,us,us
2021-12-30T00:19:54.707Z,-21.6778,-179.3371,586.42,5.1,mb,,31,4.62,0.7,us,us7000g7un,2022-01-16T04:27:06.040Z,"Fiji region",earthquake,8,5.1,0.047,149,reviewed,us,us
2021-12-29T23:20:26.276Z,23.8625,-45.9713,10,4.5,mb,,103,20.537,0.83,us,us7000gali,2022-01-16T03:57:32.040Z,"northern Mid-Atlantic Ridge",earthquake,10.1,1.9,0.191,8,reviewed,us,us
2021-12-29T23:00:35.350Z,-7.6053,127.5433,161.5,4.8,mb,,37,3.74,0.74,us,us7000g7u7,2022-01-16T03:30:06.040Z,"117 km NNE of Lospalos, Timor Leste",earthquake,7.5,5.6,0.069,65,reviewed,us,us
2021-12-29T21:30:22.185Z,36.9982,94.6585,10,5,mb,,32,7.354,0.54,us,us7000g7t4,2022-01-15T05:40:51.040Z,"northern Qinghai, China",earthquake,7.3,1.8,0.043,171,reviewed,us,us
2021-12-29T20:32:52.496Z,-7.5547,127.7579,157.68,5,mb,,31,3.534,0.7,us,us7000g7s9,2022-01-11T19:02:00.040Z,"135 km NE of Lospalos, Timor Leste",earthquake,6.3,5,0.049,135,reviewed,us,us
2021-12-29T19:53:04.354Z,-7.6526,127.8124,176.67,4.6,mb,,51,3.469,0.64,us,us7000g7ru,2022-01-27T14:40:55.040Z,"131 km NE of Lospalos, Timor Leste",earthquake,7.2,6.3,0.074,60,reviewed,us,us
2021-12-29T19:51:17.777Z,-8.2457,148.9127,37.54,4.6,mb,,135,5.164,1.05,us,us7000gal2,2022-01-11T17:38:20.040Z,"94 km NE of Popondetta, Papua New Guinea",earthquake,6.5,9.2,0.103,28,reviewed,us,us
2021-12-29T19:21:12.619Z,-7.5864,127.617,163.86,4.9,mb,,36,3.669,0.76,us,us7000g7rd,2022-01-11T17:19:01.827Z,"123 km NNE of Lospalos, Timor Leste",earthquake,6.7,4,0.052,125,reviewed,us,us
2021-12-29T19:08:19.232Z,29.9056,80.3449,10,4.5,mb,,152,4.809,0.65,us,us7000gakz,2022-01-11T16:39:05.040Z,"18 km WNW of Dh?rchula, India",earthquake,9,1.9,0.098,30,reviewed,us,us
2021-12-29T18:25:51.695Z,-7.5452,127.5761,162.66,7.3,mww,,19,3.714,1.04,us,us7000g7lx,2022-02-02T16:20:39.169Z,"125 km NNE of Lospalos, Timor Leste",earthquake,6.3,3.2,0.052,36,reviewed,us,us
2021-12-29T17:58:34.108Z,25.0697,123.3253,10,4.7,mb,,43,0.664,0.93,us,us7000g7lu,2022-01-25T22:54:32.040Z,"74 km NNE of Yonakuni, Japan",earthquake,4.7,1.5,0.083,50,reviewed,us,us
2021-12-29T17:39:17.457Z,25.093,123.2684,12.44,4.5,mb,,78,0.665,0.73,us,us7000g7ll,2022-01-26T15:01:17.040Z,"74 km NNE of Yonakuni, Japan",earthquake,5.1,3.6,0.079,55,reviewed,us,us
2021-12-29T16:47:08.107Z,34.713,25.1184,64.93,5,mww,,43,0.603,0.93,us,us6000gg5p,2022-01-13T02:32:02.086Z,"32 km S of Pýrgos, Greece",earthquake,6.5,4.5,0.075,17,reviewed,us,us
2021-12-29T16:35:23.363Z,54.749,170.5635,10,4.5,mb,,133,15.543,0.78,us,us6000gg5m,2022-02-02T01:28:56.040Z,"273 km NW of Attu Station, Alaska",earthquake,12.2,1.9,0.048,126,reviewed,us,us
2021-12-29T14:00:48.275Z,51.7665,152.8253,414.84,4.7,mb,,74,3.271,0.68,us,us6000gg4i,2022-01-27T14:24:29.040Z,"256 km W of Ozernovskiy, Russia",earthquake,9.7,5.2,0.031,320,reviewed,us,us
2021-12-29T13:58:30.793Z,85.1788,93.2356,10,5,mww,,65,11.771,0.75,us,us6000gg4h,2022-01-27T14:35:41.040Z,"north of Severnaya Zemlya",earthquake,9.5,1.9,0.098,10,reviewed,us,us
2021-12-29T13:29:39.840Z,-17.5881,-178.7989,544.24,4.5,mb,,110,3.005,0.62,us,us6000gg4d,2022-01-27T14:46:23.040Z,"206 km ENE of Levuka, Fiji",earthquake,11.4,6.4,0.093,34,reviewed,us,us
2021-12-29T11:33:56.416Z,31.0448,142.3616,10,4.6,mb,,137,2.989,0.62,us,us6000gg3k,2022-01-13T06:46:40.040Z,"Izu Islands, Japan region",earthquake,10.7,1.9,0.119,21,reviewed,us,us
2021-12-29T09:28:57.945Z,54.5209,170.611,10.78,5,mww,,75,2.745,0.59,us,us6000gg2x,2022-02-02T06:19:59.040Z,"252 km NW of Attu Station, Alaska",earthquake,8.6,4.5,0.062,25,reviewed,us,us
2021-12-29T08:12:09.236Z,-7.9403,-75.5357,47,4.6,mb,,88,2.812,0.82,us,us7000gaka,2022-01-26T14:48:22.040Z,"88 km SW of Contamana, Peru",earthquake,2.9,7.8,0.122,22,reviewed,us,us
2021-12-29T08:06:33.638Z,5.9565,126.2888,79.12,4.5,mb,,85,1.311,0.97,us,us6000gg2d,2022-01-26T11:48:43.040Z,"46 km SSE of Pondaguitan, Philippines",earthquake,7.7,6.5,0.084,42,reviewed,us,us
2021-12-29T05:08:09.950Z,34.8334,25.1386,64.53,5.7,mww,,36,0.497,0.79,us,us6000gg0y,2022-01-26T11:49:41.387Z,"19 km S of Pýrgos, Greece",earthquake,5.7,3.2,0.036,73,reviewed,us,us
2021-12-29T04:15:23.218Z,54.6722,170.7466,10,4.6,mb,,53,2.785,0.97,us,us7000gak3,2022-01-26T23:02:09.040Z,"259 km NW of Attu Station, Alaska",earthquake,8.5,1.9,0.129,18,reviewed,us,us
2021-12-29T04:13:10.948Z,54.6143,170.8653,10,4.8,mb,,47,2.695,0.99,us,us6000gg0n,2022-02-02T02:16:44.040Z,"249 km NW of Attu Station, Alaska",earthquake,7.7,1.9,0.039,202,reviewed,us,us
2021-12-29T03:57:32.869Z,54.622,170.6514,10,5.6,mww,,21,2.792,1.05,us,us6000gg09,2022-02-02T02:22:59.444Z,"258 km NW of Attu Station, Alaska",earthquake,6.6,1.7,0.039,64,reviewed,us,us
2021-12-29T00:01:00.663Z,9.8601,93.4354,92.37,5,mb,,56,1.909,0.97,us,us6000gfza,2022-01-12T23:53:21.040Z,"213 km SSE of Port Blair, India",earthquake,5.6,4.9,0.06,89,reviewed,us,us
2021-12-28T20:22:22.422Z,-1.0513,-77.9027,34.05,4.6,mb,,118,0.674,0.7,us,us6000gfxf,2022-01-26T19:52:42.302Z,"11 km WSW of Tena, Ecuador",earthquake,6.1,5.4,0.05,124,reviewed,us,us
2021-12-28T19:53:17.286Z,-13.2352,167.8596,10,5.1,mb,,55,2.289,0.68,us,us6000gfwv,2022-02-03T17:26:35.040Z,"78 km NNE of Sola, Vanuatu",earthquake,8.4,1.8,0.053,115,reviewed,us,us
2021-12-28T18:46:23.058Z,-57.6313,-25.4368,22.28,4.5,mb,,83,7.051,0.75,us,us7000g9yl,2022-01-26T17:08:49.040Z,"South Sandwich Islands region",earthquake,9.1,4.4,0.103,30,reviewed,us,us
2021-12-28T17:55:15.984Z,3.5276,63.8864,10,4.7,mb,,47,9.802,0.81,us,us6000gfw9,2022-01-26T16:45:12.040Z,"Carlsberg Ridge",earthquake,8.3,1.8,0.056,104,reviewed,us,us
2021-12-28T17:34:34.109Z,-18.1003,-178.3317,579.88,4.6,mb,,53,3.46,0.92,us,us6000gfwa,2022-01-26T16:32:28.040Z,"248 km E of Levuka, Fiji",earthquake,9.6,5.8,0.03,331,reviewed,us,us
2021-12-28T16:40:47.570Z,-41.6717,174.2047,10,4.5,mb,,103,0.077,0.34,us,us6000gfvy,2021-12-28T17:07:29.040Z,"27 km SE of Blenheim, New Zealand",earthquake,1.1,1.9,0.27,5,reviewed,us,us
2021-12-28T15:56:37.785Z,-41.747,174.1996,10.15,4.5,mb,,109,0.01,0.61,us,us6000gfvp,2022-01-10T18:21:43.928Z,"32 km SE of Blenheim, New Zealand",earthquake,2.2,6.5,0.181,11,reviewed,us,us
2021-12-28T15:19:25.702Z,50.5026,143.7494,10,4.5,mb,,115,3.606,0.65,us,us7000g9yu,2022-01-10T18:06:51.040Z,"85 km ESE of Tymovskoye, Russia",earthquake,8.2,1.9,0.139,18,reviewed,us,us
2021-12-28T14:52:02.470Z,-24.4024,-115.6804,10,4.6,mb,,142,39.362,0.67,us,us7000g9yh,2022-01-09T22:36:53.040Z,"southern East Pacific Rise",earthquake,19.8,1.9,0.164,11,reviewed,us,us
2021-12-28T14:08:43.110Z,-18.5794,-173.612,28.98,4.8,mb,,124,4.965,0.72,us,us7000g9yg,2022-01-09T21:15:13.040Z,"40 km ENE of Neiafu, Tonga",earthquake,12,6.5,0.154,18,reviewed,us,us
2021-12-28T13:41:58.495Z,-17.1231,-175.83,10,4.5,mb,,121,5.043,0.64,us,us7000g9yk,2022-01-09T20:57:52.040Z,"252 km WSW of Hihifo, Tonga",earthquake,7.2,1.9,0.191,10,reviewed,us,us
2021-12-28T11:06:46.601Z,-1.9768,68.1008,10,4.6,mb,,77,5.473,0.41,us,us6000gfuh,2022-01-27T14:11:37.040Z,"Carlsberg Ridge",earthquake,10.6,1.9,0.105,3,reviewed,us,us
2021-12-28T10:51:48.250Z,-7.628,127.6428,159.75,4.9,mb,,29,3.639,0.64,us,us6000gfuc,2022-01-27T14:42:02.040Z,"121 km NE of Lospalos, Timor Leste",earthquake,7.8,7,0.058,93,reviewed,us,us
2021-12-28T07:06:17.904Z,8.3999,93.9416,32.62,4.7,mb,,48,3.443,1.09,us,us6000gft3,2022-02-08T13:51:09.040Z,"Nicobar Islands, India region",earthquake,5.3,4.5,0.096,33,reviewed,us,us
2021-12-28T07:05:49.232Z,-4.6844,128.9607,10,4.7,mb,,47,3.72,0.82,us,us6000gft5,2022-01-25T09:01:03.040Z,"139 km SE of Ambon, Indonesia",earthquake,4.8,1.8,0.099,31,reviewed,us,us
2021-12-28T01:55:43.702Z,32.28607178,-101.7741282,8.436889647999998,4.6,ml,25,57,0.02586284717,0.2,tx,tx2021zjsk,2022-02-02T01:51:28.494Z,"17 km N of Stanton, Texas",earthquake,0.9116437066,0.5786922901,0.2,11,reviewed,tx,tx
2021-12-27T23:12:06.723Z,3.0443,93.9341,10,4.5,mb,,159,3.706,0.69,us,us7000g9xe,2022-01-22T03:11:06.040Z,"272 km WSW of Meulaboh, Indonesia",earthquake,9.1,1.9,0.1,29,reviewed,us,us
2021-12-27T20:13:18.353Z,22.9337,94.1653,40.41,4.7,mb,,72,2.341,0.49,us,us6000gfp6,2022-01-25T22:48:16.040Z,"50 km E of Falam, Myanmar",earthquake,6.4,5.8,0.057,99,reviewed,us,us
2021-12-27T19:44:55.053Z,-22.5398,170.0451,10,4.7,mb,,116,2.402,1.14,us,us6000gfnx,2022-01-07T23:10:56.040Z,"249 km ESE of Tadine, New Caledonia",earthquake,7.7,1.9,0.102,32,reviewed,us,us
2021-12-27T16:06:49.909Z,-57.9758,-25.4902,35,4.6,mb,,54,7.171,0.56,us,us7000g9xa,2022-01-09T20:09:15.040Z,"South Sandwich Islands region",earthquake,13.2,1.9,0.141,15,reviewed,us,us
2021-12-27T15:56:01.587Z,-6.7276,150.716,10,4.6,mb,,86,2.902,0.39,us,us7000g9x9,2022-01-09T19:58:13.040Z,"141 km ESE of Kandrian, Papua New Guinea",earthquake,9.9,1.9,0.085,42,reviewed,us,us
2021-12-27T13:37:24.003Z,35.6073,74.9802,10,4.8,mb,,87,2.408,0.4,us,us6000gfm1,2022-01-09T19:29:00.267Z,"68 km WNW of Skardu, Pakistan",earthquake,8.3,1.9,0.061,87,reviewed,us,us
2021-12-27T13:31:04.395Z,35.5592,74.8205,10,5.2,mww,,43,2.294,0.62,us,us6000gflv,2022-02-02T14:20:30.040Z,"60 km SE of Gilgit, Pakistan",earthquake,4.6,1.8,0.098,10,reviewed,us,us
2021-12-27T13:01:04.080Z,-31.294,-69.3336,109.05,4.5,mb,,66,0.609,0.77,us,us6000gflt,2022-01-09T19:15:31.040Z,"9 km ENE of Calingasta, Argentina",earthquake,4.6,5.8,0.314,3,reviewed,us,us
2021-12-27T12:27:55.278Z,-49.7176,125.7843,10,4.6,mb,,90,16.025,0.75,us,us7000g9x7,2022-01-11T09:56:32.040Z,"western Indian-Antarctic Ridge",earthquake,11,1.9,0.111,24,reviewed,us,us
2021-12-27T11:58:33.655Z,-59.3508,-25.5419,21.33,4.7,mb,,126,7.859,0.68,us,us7000g9x5,2022-01-11T09:29:10.040Z,"South Sandwich Islands region",earthquake,11.7,6,0.085,42,reviewed,us,us
2021-12-27T11:34:08.254Z,-21.4466,-173.8105,11.37,5.5,mww,,40,7.741,0.35,us,us6000gfli,2022-01-17T08:35:48.550Z,"118 km E of ‘Ohonua, Tonga",earthquake,6.6,4.2,0.063,24,reviewed,us,us
2021-12-27T10:30:03.399Z,31.2093,142.2194,10,4.5,mb,,136,2.788,0.76,us,us7000g9x8,2022-02-08T14:17:55.040Z,"Izu Islands, Japan region",earthquake,6,1.9,0.108,25,reviewed,us,us
2021-12-27T09:44:06.285Z,-34.8911,-108.113,10,5,mb,,63,7.789,0.58,us,us6000gfl6,2022-01-25T08:55:11.040Z,"southern East Pacific Rise",earthquake,7.8,1.8,0.067,72,reviewed,us,us
2021-12-27T08:32:20.435Z,-6.6059,104.2952,34.93,4.9,mb,,36,2.598,0.57,us,us6000gfkq,2022-01-27T14:59:45.040Z,"168 km SW of Bandar Lampung, Indonesia",earthquake,3.1,5,0.073,60,reviewed,us,us
2021-12-27T07:31:55.711Z,27.711,56.2104,10,4.8,mww,,45,2.754,0.47,us,us6000gfkh,2022-01-27T13:44:34.040Z,"58 km N of Bandar Abbas, Iran",earthquake,8.7,1.8,0.098,10,reviewed,us,us
2021-12-27T06:54:35.131Z,44.1344,-129.084,10,4.5,mb,,104,1.748,0.53,us,us6000gfke,2022-01-28T19:00:45.292Z,"Off the coast of Oregon",earthquake,9.2,1.9,0.044,152,reviewed,us,us
2021-12-27T03:47:16.117Z,-30.3909,-177.1597,10,4.6,mb,,123,1.304,0.55,us,us7000g9wq,2022-01-12T04:23:18.040Z,"Kermadec Islands, New Zealand",earthquake,9.7,1.9,0.207,10,reviewed,us,us
2021-12-27T00:11:49.024Z,22.7361,143.143,112.74,5.2,mww,,59,9.243,0.62,us,us6000gfj3,2022-01-10T05:12:26.040Z,"Volcano Islands, Japan region",earthquake,9.7,4.9,0.098,10,reviewed,us,us
2021-12-26T23:49:51.423Z,-56.1348,-26.8907,71.54,4.6,mb,,188,5.799,0.63,us,us7000g9mz,2022-01-22T02:09:58.040Z,"South Sandwich Islands region",earthquake,13.9,6.4,0.111,24,reviewed,us,us
2021-12-26T23:45:20.017Z,-21.7826,-179.3898,584.97,4.9,mb,,27,4.683,0.62,us,us6000gfix,2022-01-10T05:17:46.040Z,"Fiji region",earthquake,7.5,5.8,0.034,279,reviewed,us,us
2021-12-26T21:51:08.107Z,-3.6675,149.3342,10,4.5,mb,,75,2.542,0.81,us,us7000g9mm,2022-01-20T03:17:13.040Z,"202 km SW of Kavieng, Papua New Guinea",earthquake,9.8,1.9,0.145,14,reviewed,us,us
2021-12-26T19:40:05.105Z,41.9435,142.3073,66.01,4.6,mb,,26,0.637,0.89,us,us6000gfhx,2022-01-22T14:55:01.040Z,"43 km S of Shizunai-furukawach?, Japan",earthquake,5.6,5.1,0.056,95,reviewed,us,us
2021-12-26T19:01:24.161Z,35.056,26.9226,10,4.7,mb,,56,0.527,0.83,us,us7000g9ms,2022-01-10T16:52:36.040Z,"39 km S of Fry, Greece",earthquake,3.2,1.9,0.142,15,reviewed,us,us
2021-12-26T18:59:02.711Z,35.1923,26.9659,10,5.6,mww,,46,0.388,1.09,us,us6000gfhq,2022-01-22T14:45:59.411Z,"25 km S of Fry, Greece",earthquake,5.7,1.8,0.056,31,reviewed,us,us
2021-12-26T18:44:41.465Z,-17.7955,-178.4796,555.15,4.5,mb,,56,7.513,0.76,us,us6000gfhp,2022-01-21T22:15:11.040Z,"235 km E of Levuka, Fiji",earthquake,11.9,9.2,0.087,39,reviewed,us,us
2021-12-26T18:43:31.297Z,29.9182,-113.8046,10,4.7,mb,,42,1.435,0.94,us,us6000gfhi,2022-02-05T20:31:02.040Z,"107 km W of La Libertad, Mexico",earthquake,4.5,1.9,0.063,75,reviewed,us,us
2021-12-26T17:59:34.947Z,-58.8073,-26.7082,118.43,5.1,mb,,62,7.052,0.83,us,us6000gfha,2022-02-06T14:05:32.040Z,"South Sandwich Islands region",earthquake,11.5,6.3,0.067,71,reviewed,us,us
2021-12-26T17:22:04.167Z,-4.8206,130.6682,10,4.6,mb,,43,2.46,0.92,us,us7000g9m8,2022-01-10T16:36:33.040Z,"247 km WNW of Tual, Indonesia",earthquake,4.9,1.8,0.109,25,reviewed,us,us
2021-12-26T16:49:52.275Z,-7.5604,128.5354,157.96,4.6,mb,,62,2.77,0.86,us,us7000g9m7,2022-01-09T18:12:50.040Z,"200 km ENE of Lospalos, Timor Leste",earthquake,8.6,9.8,0.223,6,reviewed,us,us
2021-12-26T16:46:10.592Z,-56.9076,-25.2849,10,4.5,mb,,126,6.871,0.18,us,us7000g9mw,2022-01-09T17:59:33.040Z,"South Sandwich Islands region",earthquake,14.9,1.7,0.156,12,reviewed,us,us
2021-12-26T16:14:48.307Z,-19.8588,-173.967,35,4.6,mb,,129,6.275,1.24,us,us7000g9m6,2022-01-09T17:49:28.040Z,"40 km E of Pangai, Tonga",earthquake,10.6,2,0.117,22,reviewed,us,us
2021-12-26T16:13:53.313Z,38.1488,23.2005,10,4.5,mb,,46,1.4,0.67,us,us6000gfgn,2022-01-09T17:31:13.040Z,"9 km S of Kaparéllion, Greece",earthquake,6,1.8,0.086,44,reviewed,us,us
2021-12-26T16:10:05.264Z,-8.6674,118.3314,122.94,4.5,mb,,56,3.862,0.74,us,us6000gfgm,2022-01-09T16:32:56.040Z,"20 km SW of Dompu, Indonesia",earthquake,7.8,7.6,0.118,24,reviewed,us,us
2021-12-26T16:06:42.876Z,12.6158,120.8404,10,4.6,mb,,106,7.222,0.63,us,us7000g9m5,2022-01-09T16:28:34.040Z,"7 km SW of Ligaya, Philippines",earthquake,7.9,1.8,0.119,23,reviewed,us,us
2021-12-26T16:06:26.236Z,14.307,-91.2326,54.61,4.5,mb,,192,1.465,0.39,us,us6000gfgl,2022-02-02T14:15:17.040Z,"13 km SE of Río Bravo, Guatemala",earthquake,9.8,17.9,0.205,9,reviewed,us,us
2021-12-26T15:57:32.892Z,24.8473,143.2994,10,4.7,mb,,102,8.784,0.51,us,us7000g9mh,2022-01-09T15:51:12.040Z,"Volcano Islands, Japan region",earthquake,13.3,1.9,0.208,9,reviewed,us,us
2021-12-26T15:42:57.107Z,-18.1104,-179.352,639.16,6.1,mww,,33,2.497,0.87,us,us6000gfgd,2022-01-09T15:03:23.315Z,"141 km E of Levuka, Fiji",earthquake,8.7,2.7,0.046,45,reviewed,us,us
2021-12-26T15:15:11.703Z,35.1452,26.8939,10,5.1,mww,,48,0.456,0.72,us,us6000gffm,2022-01-06T21:39:52.914Z,"30 km S of Fry, Greece",earthquake,4.1,1.7,0.062,25,reviewed,us,us
2021-12-26T15:01:30.799Z,-0.0201,123.4601,107.55,5.4,mww,,28,1.226,0.89,us,us6000gffl,2022-01-06T21:38:32.975Z,"75 km SE of Gorontalo, Indonesia",earthquake,5.7,4,0.047,43,reviewed,us,us
2021-12-26T14:45:05.865Z,-5.3911,151.7113,33.06,4.5,mb,,52,1.274,0.55,us,us7000g9m1,2022-01-06T21:08:09.040Z,"131 km SSW of Kokopo, Papua New Guinea",earthquake,9.4,6,0.124,19,reviewed,us,us
2021-12-26T14:09:13.621Z,-4.5717,102.0135,41.43,4.6,mb,,177,0.962,0.51,us,us6000gfff,2022-01-06T20:37:59.040Z,"89 km SSW of Bengkulu, Indonesia",earthquake,8,7.5,0.093,38,reviewed,us,us
